0,-1.7725519476719795
1,-2.7178239711519168
2,-1.7229422880148757
3,-1.3336896530103581
4,-1.8470081071882298
5,-2.356646940189994
6,-1.5341785231728702
7,-1.7758912487535783
8,-1.8739527161446794
9,-1.4668565658330912
